hotel,data,disponibilidade,minimo_de_noites
263,19/10/2017,1,1
263,20/10/2017,1,1
263,21/10/2017,1,1
263,22/10/2017,0,1
263,23/10/2017,0,1
263,24/10/2017,1,1
263,25/10/2017,1,1
263,26/10/2017,0,1
263,27/10/2017,1,1
263,28/10/2017,0,1
263,29/10/2017,0,1
263,30/10/2017,0,1
264,1/10/2017,0,1
264,2/10/2017,1,1
264,3/10/2017,1,1
264,4/10/2017,1,1
264,5/10/2017,0,1
264,6/10/2017,1,1
264,7/10/2017,0,1
264,8/10/2017,0,1
264,9/10/2017,1,1
264,10/10/2017,0,1
264,11/10/2017,1,1
264,12/10/2017,1,1
264,13/10/2017,0,1
264,14/10/2017,0,1
264,15/10/2017,1,1
264,16/10/2017,0,1
264,17/10/2017,1,1
264,18/10/2017,0,1
264,19/10/2017,0,1
264,20/10/2017,1,1
264,21/10/2017,1,1
264,22/10/2017,1,1
264,23/10/2017,1,1
264,24/10/2017,0,2
264,25/10/2017,1,1
264,26/10/2017,1,1
264,27/10/2017,1,1
264,28/10/2017,1,1
264,29/10/2017,0,1
264,30/10/2017,0,1
265,1/10/2017,1,1
265,2/10/2017,0,1
265,3/10/2017,1,1
265,4/10/2017,1,1
265,5/10/2017,0,1
265,6/10/2017,0,1
265,7/10/2017,1,1
265,8/10/2017,1,1
265,9/10/2017,1,1
265,10/10/2017,0,1
265,11/10/2017,1,1
265,12/10/2017,1,1
265,13/10/2017,1,1
265,14/10/2017,0,1
265,15/10/2017,1,1
265,16/10/2017,0,1
265,17/10/2017,0,1
265,18/10/2017,1,1
265,19/10/2017,1,1
265,20/10/2017,0,1
265,21/10/2017,1,1
265,22/10/2017,1,1
265,23/10/2017,0,1
265,24/10/2017,1,1
265,25/10/2017,0,1
265,26/10/2017,0,1
265,27/10/2017,0,1
265,28/10/2017,1,1
265,29/10/2017,0,1
265,30/10/2017,0,1
266,1/10/2017,1,1
266,2/10/2017,0,1
266,3/10/2017,1,1
266,4/10/2017,0,1
266,5/10/2017,1,1
266,6/10/2017,0,1
266,7/10/2017,0,1
266,8/10/2017,1,1
266,9/10/2017,1,1
266,10/10/2017,1,1
266,11/10/2017,1,1
266,12/10/2017,0,1
266,13/10/2017,0,1
266,14/10/2017,1,1
266,15/10/2017,1,1
266,16/10/2017,1,1
266,17/10/2017,1,1
266,18/10/2017,0,1
266,19/10/2017,0,1
266,20/10/2017,0,1
266,21/10/2017,0,1
266,22/10/2017,0,1
266,23/10/2017,1,1
266,24/10/2017,1,1
266,25/10/2017,1,1
266,26/10/2017,1,1
266,27/10/2017,0,1
266,28/10/2017,0,1
266,29/10/2017,1,3
266,30/10/2017,0,1
267,1/10/2017,1,1
267,2/10/2017,0,1
267,3/10/2017,1,1
267,4/10/2017,1,1
267,5/10/2017,1,1
267,6/10/2017,1,1
267,7/10/2017,1,1
267,8/10/2017,1,1
267,9/10/2017,1,1
267,10/10/2017,0,1
267,11/10/2017,0,1
267,12/10/2017,0,1
267,13/10/2017,0,1
267,14/10/2017,1,1
267,15/10/2017,0,3
267,16/10/2017,1,1
267,17/10/2017,1,1
267,18/10/2017,1,1
267,19/10/2017,0,1
267,20/10/2017,0,1
267,21/10/2017,1,1
267,22/10/2017,1,1
267,23/10/2017,0,1
267,24/10/2017,0,2
267,25/10/2017,0,1
267,26/10/2017,0,1
267,27/10/2017,0,1
267,28/10/2017,1,1
267,29/10/2017,1,3
267,30/10/2017,1,1
268,1/10/2017,0,1
268,2/10/2017,0,1
268,3/10/2017,0,1
268,4/10/2017,1,1
268,5/10/2017,0,1
268,6/10/2017,1,1
268,7/10/2017,0,1
268,8/10/2017,0,1
268,9/10/2017,1,1
268,10/10/2017,0,1
268,11/10/2017,1,1
268,12/10/2017,1,1
268,13/10/2017,0,1
268,14/10/2017,0,1
268,15/10/2017,0,3
268,16/10/2017,0,1
268,17/10/2017,0,1
268,18/10/2017,1,1
268,19/10/2017,0,1
268,20/10/2017,0,1
268,21/10/2017,0,1
268,22/10/2017,0,1
268,23/10/2017,1,1
268,24/10/2017,1,1
268,25/10/2017,1,1
268,26/10/2017,0,1
268,27/10/2017,1,1
268,28/10/2017,1,1
268,29/10/2017,1,3
268,30/10/2017,1,1
269,1/10/2017,1,1
269,2/10/2017,1,1
269,3/10/2017,1,1
269,4/10/2017,0,1
269,5/10/2017,0,1
269,6/10/2017,1,1
269,7/10/2017,1,1
269,8/10/2017,0,1
269,9/10/2017,1,1
269,10/10/2017,0,1
269,11/10/2017,0,1
269,12/10/2017,1,1
269,13/10/2017,0,1
269,14/10/2017,0,1
269,15/10/2017,0,3
269,16/10/2017,1,1
269,17/10/2017,1,1
269,18/10/2017,1,1
269,19/10/2017,0,1
269,20/10/2017,0,1
269,21/10/2017,0,1
269,22/10/2017,1,1
269,23/10/2017,0,1
269,24/10/2017,1,1
269,25/10/2017,1,1
269,26/10/2017,0,1
269,27/10/2017,0,1
269,28/10/2017,1,1
269,29/10/2017,1,3
269,30/10/2017,1,1
270,1/10/2017,0,1
270,2/10/2017,1,1
270,3/10/2017,0,1
270,4/10/2017,1,1
270,5/10/2017,1,1
270,6/10/2017,0,1
270,7/10/2017,1,1
270,8/10/2017,1,1
270,9/10/2017,0,1
270,10/10/2017,1,1
270,11/10/2017,1,1
270,12/10/2017,1,1
270,13/10/2017,1,1
270,14/10/2017,0,1
270,15/10/2017,1,1
270,16/10/2017,0,1
270,17/10/2017,1,1
270,18/10/2017,0,1
270,19/10/2017,0,1
270,20/10/2017,1,1
270,21/10/2017,0,1
270,22/10/2017,1,1
270,23/10/2017,0,1
270,24/10/2017,1,1
270,25/10/2017,0,1
270,26/10/2017,1,1
270,27/10/2017,1,1
270,28/10/2017,0,1
270,29/10/2017,0,1
270,30/10/2017,0,1
271,1/10/2017,1,1
271,2/10/2017,1,1
271,3/10/2017,0,1
271,4/10/2017,0,1
271,5/10/2017,0,1
271,6/10/2017,0,1
271,7/10/2017,0,1
271,8/10/2017,0,1
271,9/10/2017,1,1
271,10/10/2017,1,1
271,11/10/2017,1,1
271,12/10/2017,1,1
271,13/10/2017,0,1
271,14/10/2017,1,1
271,15/10/2017,0,3
271,16/10/2017,1,1
271,17/10/2017,0,1
271,18/10/2017,0,1
271,19/10/2017,0,1
271,20/10/2017,0,1
271,21/10/2017,0,1
271,22/10/2017,1,1
271,23/10/2017,0,1
271,24/10/2017,0,2
271,25/10/2017,1,1
271,26/10/2017,1,1
271,27/10/2017,0,1
271,28/10/2017,1,1
271,29/10/2017,0,1
271,30/10/2017,0,1
272,1/10/2017,0,1
272,2/10/2017,0,1
272,3/10/2017,0,1
272,4/10/2017,1,1
272,5/10/2017,0,1
272,6/10/2017,0,1
272,7/10/2017,0,1
272,8/10/2017,1,1
272,9/10/2017,0,1
272,10/10/2017,1,1
272,11/10/2017,1,1
272,12/10/2017,1,1
272,13/10/2017,1,1
272,14/10/2017,0,1
272,15/10/2017,0,3
272,16/10/2017,0,1
272,17/10/2017,0,1
272,18/10/2017,1,1
272,19/10/2017,1,1
272,20/10/2017,1,1
272,21/10/2017,0,1
272,22/10/2017,0,1
272,23/10/2017,1,1
272,24/10/2017,1,1
272,25/10/2017,1,1
272,26/10/2017,1,1
272,27/10/2017,0,1
272,28/10/2017,1,1
272,29/10/2017,0,1
272,30/10/2017,1,1
273,1/10/2017,0,1
273,2/10/2017,0,1
273,3/10/2017,0,1
273,4/10/2017,1,1
273,5/10/2017,0,1
273,6/10/2017,0,1
273,7/10/2017,0,1
273,8/10/2017,0,1
273,9/10/2017,1,1
273,10/10/2017,1,1
273,11/10/2017,0,1
273,12/10/2017,0,1
273,13/10/2017,1,1
273,14/10/2017,0,1
273,15/10/2017,1,1
273,16/10/2017,0,1
273,17/10/2017,1,1
273,18/10/2017,0,1
273,19/10/2017,0,1
273,20/10/2017,1,1
273,21/10/2017,0,1
273,22/10/2017,0,1
273,23/10/2017,0,1
273,24/10/2017,1,1
273,25/10/2017,0,1
273,26/10/2017,1,1
273,27/10/2017,0,1
273,28/10/2017,1,1
273,29/10/2017,1,3
273,30/10/2017,0,1
274,1/10/2017,0,1
274,2/10/2017,1,1
274,3/10/2017,0,1
274,4/10/2017,0,1
274,5/10/2017,0,1
274,6/10/2017,0,1
274,7/10/2017,1,1
274,8/10/2017,1,1
274,9/10/2017,1,1
274,10/10/2017,0,1
274,11/10/2017,1,1
274,12/10/2017,0,1
274,13/10/2017,0,1
274,14/10/2017,0,1
274,15/10/2017,1,1
274,16/10/2017,0,1
274,17/10/2017,0,1
274,18/10/2017,0,1
274,19/10/2017,1,1
274,20/10/2017,1,1
274,21/10/2017,0,1
274,22/10/2017,0,1
274,23/10/2017,1,1
274,24/10/2017,1,1
274,25/10/2017,0,1
274,26/10/2017,1,1
274,27/10/2017,0,1
274,28/10/2017,1,1
274,29/10/2017,1,3
274,30/10/2017,0,1
275,1/10/2017,0,1
275,2/10/2017,0,1
275,3/10/2017,1,1
275,4/10/2017,0,1
275,5/10/2017,1,1
275,6/10/2017,0,1
275,7/10/2017,0,1
275,8/10/2017,1,1
275,9/10/2017,0,1
275,10/10/2017,0,1
275,11/10/2017,1,1
275,12/10/2017,1,1
275,13/10/2017,0,1
275,14/10/2017,0,1
275,15/10/2017,1,1
275,16/10/2017,0,1
275,17/10/2017,0,1
275,18/10/2017,1,1
275,19/10/2017,1,1
275,20/10/2017,1,1
275,21/10/2017,1,1
275,22/10/2017,0,1
275,23/10/2017,1,1
275,24/10/2017,1,1
275,25/10/2017,1,1
275,26/10/2017,0,1
275,27/10/2017,1,1
275,28/10/2017,0,1
275,29/10/2017,1,3
275,30/10/2017,0,1
276,1/10/2017,0,1
276,2/10/2017,0,1
276,3/10/2017,1,1
276,4/10/2017,1,1
276,5/10/2017,0,1
276,6/10/2017,0,1
276,7/10/2017,1,1
276,8/10/2017,1,1
276,9/10/2017,0,1
276,10/10/2017,0,1
276,11/10/2017,1,1
276,12/10/2017,1,1
276,13/10/2017,1,1
276,14/10/2017,0,1
276,15/10/2017,0,3
276,16/10/2017,1,1
276,17/10/2017,0,1
276,18/10/2017,0,1
276,19/10/2017,0,1
276,20/10/2017,0,1
276,21/10/2017,0,1
276,22/10/2017,1,1
276,23/10/2017,1,1
276,24/10/2017,0,2
276,25/10/2017,0,1
276,26/10/2017,1,1
276,27/10/2017,1,1
276,28/10/2017,1,1
276,29/10/2017,0,1
276,30/10/2017,1,1
277,1/10/2017,1,1
277,2/10/2017,0,1
277,3/10/2017,0,1
277,4/10/2017,0,1
277,5/10/2017,1,1
277,6/10/2017,1,1
277,7/10/2017,1,1
277,8/10/2017,0,1
277,9/10/2017,0,1
277,10/10/2017,1,1
277,11/10/2017,0,1
277,12/10/2017,0,1
277,13/10/2017,0,1
277,14/10/2017,1,1
277,15/10/2017,0,3
277,16/10/2017,0,1
277,17/10/2017,0,1
277,18/10/2017,1,1
277,19/10/2017,0,1
277,20/10/2017,1,1
277,21/10/2017,0,1
277,22/10/2017,0,1
277,23/10/2017,0,1
277,24/10/2017,0,2
277,25/10/2017,1,1
277,26/10/2017,0,1
277,27/10/2017,1,1
277,28/10/2017,1,1
277,29/10/2017,1,3
277,30/10/2017,0,1
278,1/10/2017,0,1
278,2/10/2017,1,1
278,3/10/2017,0,1
278,4/10/2017,1,1
278,5/10/2017,1,1
278,6/10/2017,0,1
278,7/10/2017,1,1
278,8/10/2017,1,1
278,9/10/2017,1,1
278,10/10/2017,1,1
278,11/10/2017,0,1
278,12/10/2017,1,1
278,13/10/2017,0,1
278,14/10/2017,1,1
278,15/10/2017,0,3
278,16/10/2017,1,1
278,17/10/2017,1,1
278,18/10/2017,1,1
278,19/10/2017,1,1
278,20/10/2017,0,1
278,21/10/2017,1,1
278,22/10/2017,0,1
278,23/10/2017,0,1
278,24/10/2017,1,1
278,25/10/2017,0,1
278,26/10/2017,0,1
278,27/10/2017,0,1
278,28/10/2017,0,1
278,29/10/2017,1,3
278,30/10/2017,1,1
279,1/10/2017,1,1
279,2/10/2017,0,1
279,3/10/2017,1,1
279,4/10/2017,0,1
279,5/10/2017,1,1
279,6/10/2017,1,1
279,7/10/2017,1,1
279,8/10/2017,0,1
279,9/10/2017,0,1
279,10/10/2017,0,1
279,11/10/2017,0,1
279,12/10/2017,0,1
279,13/10/2017,0,1
279,14/10/2017,0,1
279,15/10/2017,0,3
279,16/10/2017,0,1
279,17/10/2017,1,1
279,18/10/2017,0,1
279,19/10/2017,1,1
279,20/10/2017,0,1
279,21/10/2017,1,1
279,22/10/2017,0,1
279,23/10/2017,0,1
279,24/10/2017,1,1
279,25/10/2017,0,1
279,26/10/2017,0,1
279,27/10/2017,1,1
279,28/10/2017,1,1
279,29/10/2017,0,1
279,30/10/2017,1,1
280,1/10/2017,0,1
280,2/10/2017,0,1
280,3/10/2017,0,1
280,4/10/2017,0,1
280,5/10/2017,1,1
280,6/10/2017,1,1
280,7/10/2017,0,1
280,8/10/2017,1,1
280,9/10/2017,0,1
280,10/10/2017,0,1
280,11/10/2017,0,1
280,12/10/2017,1,1
280,13/10/2017,0,1
280,14/10/2017,0,1
280,15/10/2017,1,1
280,16/10/2017,0,1
280,17/10/2017,0,1
280,18/10/2017,1,1
280,19/10/2017,0,1
280,20/10/2017,1,1
280,21/10/2017,0,1
280,22/10/2017,1,1
280,23/10/2017,0,1
280,24/10/2017,0,2
280,25/10/2017,1,1
280,26/10/2017,0,1
280,27/10/2017,1,1
280,28/10/2017,1,1
280,29/10/2017,1,3
280,30/10/2017,1,1
281,1/10/2017,1,1
281,2/10/2017,0,1
281,3/10/2017,0,1
281,4/10/2017,0,1
281,5/10/2017,0,1
281,6/10/2017,1,1
281,7/10/2017,1,1
281,8/10/2017,1,1
281,9/10/2017,1,1
281,10/10/2017,0,1
281,11/10/2017,1,1
281,12/10/2017,1,1
281,13/10/2017,0,1
281,14/10/2017,1,1
281,15/10/2017,1,1
281,16/10/2017,1,1
281,17/10/2017,1,1
281,18/10/2017,1,1
281,19/10/2017,0,1
281,20/10/2017,1,1
281,21/10/2017,0,1
281,22/10/2017,0,1
281,23/10/2017,1,1
281,24/10/2017,0,2
281,25/10/2017,0,1
281,26/10/2017,0,1
281,27/10/2017,1,1
281,28/10/2017,0,1
281,29/10/2017,1,3
281,30/10/2017,1,1
282,1/10/2017,0,1
282,2/10/2017,0,1
282,3/10/2017,1,1
282,4/10/2017,0,1
282,5/10/2017,0,1
282,6/10/2017,1,1
282,7/10/2017,1,1
282,8/10/2017,1,1
282,9/10/2017,1,1
282,10/10/2017,1,1
282,11/10/2017,1,1
282,12/10/2017,0,1
282,13/10/2017,1,1
282,14/10/2017,1,1
282,15/10/2017,0,3
282,16/10/2017,0,1
282,17/10/2017,0,1
282,18/10/2017,0,1
282,19/10/2017,1,1
282,20/10/2017,1,1
282,21/10/2017,1,1
282,22/10/2017,1,1
282,23/10/2017,0,1
282,24/10/2017,1,1
282,25/10/2017,0,1
282,26/10/2017,0,1
282,27/10/2017,0,1
282,28/10/2017,1,1
282,29/10/2017,0,1
282,30/10/2017,1,1
283,1/10/2017,0,1
283,2/10/2017,0,1
283,3/10/2017,0,1
283,4/10/2017,1,1
283,5/10/2017,0,1
283,6/10/2017,0,1
283,7/10/2017,1,1
283,8/10/2017,0,1
283,9/10/2017,0,1
283,10/10/2017,0,1
283,11/10/2017,1,1
283,12/10/2017,0,1
283,13/10/2017,1,1
283,14/10/2017,1,1
283,15/10/2017,1,1
283,16/10/2017,1,1
283,17/10/2017,1,1
283,18/10/2017,0,1
283,19/10/2017,1,1
283,20/10/2017,0,1
283,21/10/2017,1,1
283,22/10/2017,0,1
283,23/10/2017,1,1
283,24/10/2017,0,2
283,25/10/2017,0,1
283,26/10/2017,1,1
283,27/10/2017,1,1
283,28/10/2017,0,1
283,29/10/2017,0,1
283,30/10/2017,0,1
284,1/10/2017,1,1
284,2/10/2017,0,1
284,3/10/2017,1,1
284,4/10/2017,1,1
284,5/10/2017,1,1
284,6/10/2017,0,1
284,7/10/2017,1,1
284,8/10/2017,1,1
284,9/10/2017,1,1
284,10/10/2017,0,1
284,11/10/2017,0,1
284,12/10/2017,1,1
284,13/10/2017,0,1
284,14/10/2017,1,1
284,15/10/2017,0,3
284,16/10/2017,1,1
284,17/10/2017,1,1
284,18/10/2017,1,1
284,19/10/2017,1,1
284,20/10/2017,0,1
284,21/10/2017,1,1
284,22/10/2017,0,1
284,23/10/2017,1,1
284,24/10/2017,0,2
284,25/10/2017,1,1
284,26/10/2017,0,1
284,27/10/2017,0,1
284,28/10/2017,0,1
284,29/10/2017,1,3
284,30/10/2017,0,1
285,1/10/2017,0,1
285,2/10/2017,1,1
285,3/10/2017,1,1
285,4/10/2017,1,1
285,5/10/2017,0,1
285,6/10/2017,1,1
285,7/10/2017,0,1
285,8/10/2017,1,1
285,9/10/2017,1,1
285,10/10/2017,1,1
285,11/10/2017,0,1
285,12/10/2017,1,1
285,13/10/2017,0,1
285,14/10/2017,1,1
285,15/10/2017,0,3
285,16/10/2017,1,1
285,17/10/2017,0,1
285,18/10/2017,0,1
285,19/10/2017,0,1
285,20/10/2017,0,1
285,21/10/2017,0,1
285,22/10/2017,0,1
285,23/10/2017,0,1
285,24/10/2017,1,1
285,25/10/2017,1,1
285,26/10/2017,0,1
285,27/10/2017,0,1
285,28/10/2017,0,1
285,29/10/2017,1,3
285,30/10/2017,0,1
286,1/10/2017,1,1
286,2/10/2017,1,1
286,3/10/2017,0,1
286,4/10/2017,0,1
286,5/10/2017,0,1
286,6/10/2017,0,1
286,7/10/2017,1,1
286,8/10/2017,1,1
286,9/10/2017,0,1
286,10/10/2017,1,1
286,11/10/2017,1,1
286,12/10/2017,0,1
286,13/10/2017,0,1
286,14/10/2017,0,1
286,15/10/2017,0,3
286,16/10/2017,1,1
286,17/10/2017,1,1
286,18/10/2017,1,1
286,19/10/2017,1,1
286,20/10/2017,0,1
286,21/10/2017,1,1
286,22/10/2017,1,1
286,23/10/2017,1,1
286,24/10/2017,0,2
286,25/10/2017,0,1
286,26/10/2017,1,1
286,27/10/2017,1,1
286,28/10/2017,1,1
286,29/10/2017,1,3
286,30/10/2017,1,1
287,1/10/2017,1,1
287,2/10/2017,0,1
287,3/10/2017,1,1
287,4/10/2017,1,1
287,5/10/2017,0,1
287,6/10/2017,1,1
287,7/10/2017,1,1
287,8/10/2017,0,1
287,9/10/2017,1,1
287,10/10/2017,0,1
287,11/10/2017,1,1
287,12/10/2017,0,1
287,13/10/2017,0,1
287,14/10/2017,0,1
287,15/10/2017,1,1
287,16/10/2017,0,1
287,17/10/2017,0,1
287,18/10/2017,0,1
287,19/10/2017,1,1
287,20/10/2017,1,1
287,21/10/2017,1,1
287,22/10/2017,0,1
287,23/10/2017,0,1
287,24/10/2017,0,2
287,25/10/2017,1,1
287,26/10/2017,1,1
287,27/10/2017,1,1
287,28/10/2017,0,1
287,29/10/2017,0,1
287,30/10/2017,1,1
288,1/10/2017,1,1
288,2/10/2017,1,1
288,3/10/2017,1,1
288,4/10/2017,0,1
288,5/10/2017,0,1
288,6/10/2017,0,1
288,7/10/2017,0,1
288,8/10/2017,0,1
288,9/10/2017,1,1
288,10/10/2017,1,1
288,11/10/2017,1,1
288,12/10/2017,1,1
288,13/10/2017,1,1
288,14/10/2017,1,1
288,15/10/2017,1,1
288,16/10/2017,1,1
288,17/10/2017,1,1
288,18/10/2017,0,1
288,19/10/2017,0,1
288,20/10/2017,0,1
288,21/10/2017,1,1
288,22/10/2017,0,1
288,23/10/2017,0,1
288,24/10/2017,0,2
288,25/10/2017,0,1
288,26/10/2017,0,1
288,27/10/2017,0,1
288,28/10/2017,0,1
288,29/10/2017,1,3
288,30/10/2017,1,1
289,1/10/2017,1,1
289,2/10/2017,1,1
289,3/10/2017,0,1
289,4/10/2017,1,1
289,5/10/2017,1,1
289,6/10/2017,0,1
289,7/10/2017,1,1
289,8/10/2017,0,1
289,9/10/2017,0,1
289,10/10/2017,0,1
289,11/10/2017,1,1
289,12/10/2017,1,1
289,13/10/2017,0,1
289,14/10/2017,0,1
289,15/10/2017,1,1
289,16/10/2017,0,1
289,17/10/2017,1,1
289,18/10/2017,0,1
289,19/10/2017,0,1
289,20/10/2017,0,1
289,21/10/2017,1,1
289,22/10/2017,1,1
289,23/10/2017,0,1
289,24/10/2017,1,1
289,25/10/2017,1,1
289,26/10/2017,1,1
289,27/10/2017,0,1
289,28/10/2017,0,1
289,29/10/2017,0,1
289,30/10/2017,1,1
290,1/10/2017,1,1
290,2/10/2017,1,1
290,3/10/2017,0,1
290,4/10/2017,1,1
290,5/10/2017,0,1
290,6/10/2017,0,1
290,7/10/2017,1,1
290,8/10/2017,0,1
290,9/10/2017,1,1
290,10/10/2017,0,1
290,11/10/2017,0,1
290,12/10/2017,1,1
290,13/10/2017,1,1
290,14/10/2017,0,1
290,15/10/2017,1,1
290,16/10/2017,1,1
290,17/10/2017,0,1
290,18/10/2017,1,1
290,19/10/2017,1,1
290,20/10/2017,0,1
290,21/10/2017,0,1
290,22/10/2017,1,1
290,23/10/2017,0,1
290,24/10/2017,0,2
290,25/10/2017,1,1
290,26/10/2017,1,1
290,27/10/2017,0,1
290,28/10/2017,0,1
290,29/10/2017,0,1
290,30/10/2017,0,1
291,1/10/2017,0,1
291,2/10/2017,1,1
291,3/10/2017,1,1
291,4/10/2017,0,1
291,5/10/2017,0,1
291,6/10/2017,0,1
291,7/10/2017,1,1
291,8/10/2017,0,1
291,9/10/2017,1,1
291,10/10/2017,1,1
291,11/10/2017,1,1
291,12/10/2017,0,1
291,13/10/2017,0,1
291,14/10/2017,1,1
291,15/10/2017,1,1
291,16/10/2017,1,1
291,17/10/2017,0,1
291,18/10/2017,0,1
291,19/10/2017,1,1
291,20/10/2017,1,1
291,21/10/2017,0,1
291,22/10/2017,1,1
291,23/10/2017,0,1
291,24/10/2017,1,1
291,25/10/2017,0,1
291,26/10/2017,0,1
291,27/10/2017,1,1
291,28/10/2017,0,1
291,29/10/2017,1,3
291,30/10/2017,0,1
292,1/10/2017,1,1
292,2/10/2017,0,1
292,3/10/2017,1,1
292,4/10/2017,1,1
292,5/10/2017,0,1
292,6/10/2017,0,1
292,7/10/2017,0,1
292,8/10/2017,1,1
292,9/10/2017,1,1
292,10/10/2017,1,1
292,11/10/2017,1,1
292,12/10/2017,0,1
292,13/10/2017,0,1
292,14/10/2017,0,1
292,15/10/2017,0,3
292,16/10/2017,1,1
292,17/10/2017,1,1
292,18/10/2017,0,1
292,19/10/2017,0,1
292,20/10/2017,1,1
292,21/10/2017,0,1
292,22/10/2017,1,1
292,23/10/2017,0,1
292,24/10/2017,0,2
292,25/10/2017,1,1
292,26/10/2017,1,1
292,27/10/2017,1,1
292,28/10/2017,1,1
292,29/10/2017,1,3
292,30/10/2017,1,1
293,1/10/2017,1,1
293,2/10/2017,1,1
293,3/10/2017,0,1
293,4/10/2017,0,1
293,5/10/2017,0,1
293,6/10/2017,0,1
293,7/10/2017,1,1
293,8/10/2017,1,1
293,9/10/2017,0,1
293,10/10/2017,0,1
293,11/10/2017,1,1
293,12/10/2017,1,1
293,13/10/2017,1,1
293,14/10/2017,0,1
293,15/10/2017,0,3
293,16/10/2017,0,1
293,17/10/2017,0,1
293,18/10/2017,1,1
293,19/10/2017,0,1
293,20/10/2017,1,1
293,21/10/2017,0,1
293,22/10/2017,1,1
293,23/10/2017,1,1
293,24/10/2017,0,2
293,25/10/2017,1,1
293,26/10/2017,1,1
293,27/10/2017,1,1
293,28/10/2017,1,1
293,29/10/2017,0,1
293,30/10/2017,0,1
294,1/10/2017,0,1
294,2/10/2017,1,1
294,3/10/2017,0,1
294,4/10/2017,0,1
294,5/10/2017,0,1
294,6/10/2017,0,1
294,7/10/2017,0,1
294,8/10/2017,1,1
294,9/10/2017,0,1
294,10/10/2017,1,1
294,11/10/2017,1,1
294,12/10/2017,0,1
294,13/10/2017,0,1
294,14/10/2017,1,1
294,15/10/2017,1,1
294,16/10/2017,0,1
294,17/10/2017,1,1
294,18/10/2017,0,1
294,19/10/2017,1,1
294,20/10/2017,1,1
294,21/10/2017,1,1
294,22/10/2017,0,1
294,23/10/2017,0,1
294,24/10/2017,0,2
294,25/10/2017,0,1
294,26/10/2017,1,1
294,27/10/2017,0,1
294,28/10/2017,0,1
294,29/10/2017,0,1
294,30/10/2017,1,1
295,1/10/2017,0,1
295,2/10/2017,0,1
295,3/10/2017,1,1
295,4/10/2017,1,1
295,5/10/2017,1,1
295,6/10/2017,0,1
295,7/10/2017,1,1
295,8/10/2017,1,1
295,9/10/2017,0,1
295,10/10/2017,1,1
295,11/10/2017,1,1
295,12/10/2017,0,1
295,13/10/2017,1,1
295,14/10/2017,0,1
295,15/10/2017,1,1
295,16/10/2017,1,1
295,17/10/2017,0,1
295,18/10/2017,0,1
295,19/10/2017,1,1
295,20/10/2017,1,1
295,21/10/2017,1,1
295,22/10/2017,0,1
295,23/10/2017,0,1
295,24/10/2017,0,2
295,25/10/2017,1,1
295,26/10/2017,0,1
295,27/10/2017,1,1
295,28/10/2017,1,1
295,29/10/2017,1,3
295,30/10/2017,1,1
296,1/10/2017,1,1
296,2/10/2017,1,1
296,3/10/2017,0,1
296,4/10/2017,0,1
296,5/10/2017,0,1
296,6/10/2017,1,1
296,7/10/2017,0,1
296,8/10/2017,0,1
296,9/10/2017,1,1
296,10/10/2017,1,1
296,11/10/2017,0,1
296,12/10/2017,0,1
296,13/10/2017,1,1
296,14/10/2017,0,1
296,15/10/2017,0,3
296,16/10/2017,1,1
296,17/10/2017,1,1
296,18/10/2017,0,1
296,19/10/2017,0,1
296,20/10/2017,1,1
296,21/10/2017,0,1
296,22/10/2017,0,1
296,23/10/2017,1,1
296,24/10/2017,1,1
296,25/10/2017,0,1
296,26/10/2017,0,1
296,27/10/2017,0,1
296,28/10/2017,1,1
296,29/10/2017,1,3
296,30/10/2017,1,1
297,1/10/2017,1,1
297,2/10/2017,0,1
297,3/10/2017,1,1
297,4/10/2017,1,1
297,5/10/2017,0,1
297,6/10/2017,1,1
297,7/10/2017,1,1
297,8/10/2017,1,1
297,9/10/2017,1,1
297,10/10/2017,1,1
297,11/10/2017,1,1
297,12/10/2017,1,1
297,13/10/2017,1,1
297,14/10/2017,0,1
297,15/10/2017,0,3
297,16/10/2017,0,1
297,17/10/2017,1,1
297,18/10/2017,1,1
297,19/10/2017,1,1
297,20/10/2017,1,1
297,21/10/2017,1,1
297,22/10/2017,1,1
297,23/10/2017,1,1
297,24/10/2017,1,1
297,25/10/2017,0,1
297,26/10/2017,0,1
297,27/10/2017,1,1
297,28/10/2017,0,1
297,29/10/2017,0,1
297,30/10/2017,1,1
298,1/10/2017,1,1
298,2/10/2017,0,1
298,3/10/2017,0,1
298,4/10/2017,1,1
298,5/10/2017,0,1
298,6/10/2017,1,1
298,7/10/2017,1,1
298,8/10/2017,1,1
298,9/10/2017,0,1
298,10/10/2017,1,1
298,11/10/2017,0,1
298,12/10/2017,1,1
298,13/10/2017,0,1
298,14/10/2017,0,1
298,15/10/2017,1,1
298,16/10/2017,0,1
298,17/10/2017,0,1
298,18/10/2017,1,1
298,19/10/2017,1,1
298,20/10/2017,1,1
298,21/10/2017,1,1
298,22/10/2017,1,1
298,23/10/2017,1,1
298,24/10/2017,1,1
298,25/10/2017,0,1
298,26/10/2017,0,1
298,27/10/2017,0,1
298,28/10/2017,1,1
298,29/10/2017,1,3
298,30/10/2017,0,1
299,1/10/2017,1,1
299,2/10/2017,1,1
299,3/10/2017,1,1
299,4/10/2017,0,1
299,5/10/2017,0,1
299,6/10/2017,0,1
299,7/10/2017,1,1
299,8/10/2017,0,1
299,9/10/2017,0,1
299,10/10/2017,0,1
299,11/10/2017,1,1
299,12/10/2017,1,1
299,13/10/2017,0,1
